question,answer_llm,answer_orig,document
Why should similar inputs produce similar vectors in an embedding model?,"Because embeddings are supposed to preserve meaning and context. If two inputs are similar, the model should place their vectors close together in vector space so that similarity measures like cosine similarity can detect that relationship.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
How does the closeness of embedding values help with semantic similarity search?,"Because semantically similar items are encoded as vectors that are close together in embedding space, you can compare their numerical values and use distance or cosine similarity to find related content. In other words, similar meanings should produce similar embeddings, so closeness in the vector space helps a search system identify semantically similar documents.

","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
"What’s the connection between embeddings, vector space models, and dimensionality reduction?","Embeddings are the numerical vectors that represent data while preserving meaning and context. The **vector space model** is the idea of representing items as points in a vector space so that similar items are close together. **Dimensionality reduction** is related because embeddings often compress complex, high-dimensional data into a smaller vector space while keeping semantic relationships intact.

So, in short:  
- **Embeddings** = the vectors  
- **Vector space model** = the representation framework  
- **Dimensionality reduction** = the process of mapping data into a lower-dimensional space while preserving meaning","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
How do I get rid of the warning about `multi-qa-mpnet-base-dot-v1` being made on sentence transformers v3 beta?,"To get rid of that warning, upgrade `sentence-transformers` to **3.0.0 or higher**:

```bash
pip install sentence-transformers>=3.0.0
```

","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
Is there a way to suppress the `sentence-transformers` warning when using `multi-qa-mpnet-base-dot-v1`?,"Yes. To suppress that warning, upgrade `sentence-transformers` to version 3.0.0 or higher:

```bash
pip install sentence-transformers>=3.0.0
```

","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
What should I upgrade to stop the message about the model being built on `sentence-transformers` v3.0.0 beta?,"Upgrade `sentence-transformers` to version 3.0.0 or higher:

```bash
pip install sentence-transformers>=3.0.0
```","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
Do I need a newer `sentence-transformers` version to avoid that `multi-qa-mpnet-base-dot-v1` warning?,"Yes — to suppress that warning, upgrade `sentence-transformers` to version 3.0.0 or higher:

```bash
pip install sentence-transformers>=3.0.0
```","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
What command should I run to silence the warning from `sentence-transformers` for this model?,"Run:

```bash
pip install sentence-transformers>=3.0.0
```","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
Why did the lesson just use dot product for similarity instead of cosine similarity?,"The lesson used the dot product directly because the embeddings were assumed to already be normalized to unit length. For normalized vectors, dot product and cosine similarity are the same.

In the homework, the embeddings are not normalized by default, so you need to normalize them first if you want the dot product to represent cosine similarity.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"Are OpenAI embeddings already normalized, or do I need to normalize them first?","Yes — in the lesson, OpenAI embeddings were assumed to already be normalized to unit length, so you can use `.dot(...)` directly as cosine similarity.

For the homework, that assumption does **not** hold for the classic embeddings used there, so you need to **normalize them first** if you want dot product to equal cosine similarity.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"In the homework, why doesn't dot product equal cosine similarity with TF-IDF and SVD vectors?","In the homework, the TF-IDF + SVD vectors are **not normalized by default**, so their dot product is **not the same** as cosine similarity.

Cosine similarity requires both vectors to be normalized to unit length. If you don’t normalize them first, the dot product also depends on the vectors’ magnitudes, not just their direction.

So:

- **Lesson**: embeddings were already normalized, so `.dot(...)` worked as cosine similarity.
- **Homework**: TF-IDF + SVD vectors need to be **manually normalized** before using dot product as cosine similarity.

If you want, I can also show the exact formula or a small code example.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
When is it okay to use `.dot(...)` directly for vector similarity?,"It’s okay to use `.dot(...)` directly when the vectors are already normalized to unit length.

In that case, the dot product is equal to cosine similarity, so no extra normalization is needed.

If the vectors are not normalized, you should normalize them first.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
Do I need to normalize embeddings myself before comparing them in Module 2?,"Yes — for Module 2 homework, you should normalize the embeddings yourself before comparing them if they are not already normalized.

In the lesson, `.dot(...)` worked directly because the model embeddings were assumed to already have unit length, so dot product = cosine similarity.

But in the homework, the embeddings like TF-IDF + SVD are **not normalized by default**, so you need to normalize them first if you want cosine similarity.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"For vector search, is it better to store only the answer, only the question, or both together in the embedding?","There’s no single best choice. The course suggests treating it as an experiment on your dataset.

Common options:
- **Answer only**: often works well because the embedding captures semantic similarity.
- **Question only**: works if user queries are similar to the indexed questions.
- **Question + answer together**: often performs best, but is a bit longer and slightly more expensive.

Best practice: try all three and pick the one with the best hit rate / MRR on your ground-truth set.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
Why would embedding just the answer still work well for matching user queries?,"Embedding just the answer can work well because the embedding model often captures **semantic similarity** between a user’s question and the answer text. So even if the indexed text is only the answer, a query like “How do I reset my password?” can still match an answer that says “To reset your password, go to settings…”

In other words, the question and answer can land near each other in vector space even when only the answer is embedded.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
When does embedding only the question make sense in a retrieval setup?,"Embedding only the question makes sense when your user queries are similar to the indexed questions themselves.

In the course’s vector search setup, that’s one of the valid options because:

- the query structure matches the stored question text,
- semantic similarity can still work well,
- and it’s something you should test on your dataset to compare hit rate / MRR.

If you want, I can also explain when embedding only the answer is better.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
"Is combining the question with the answer usually the best choice, and what is the tradeoff?","Yes, **embedding `question + "" "" + text` is often the best choice**.

**Tradeoff:** it gives a **slightly better hit rate / MRR**, but the input is **longer**, so it costs **a bit more** to embed.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
How should I decide which embedding option to use for my dataset?,I don't know.,"There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
What does cosine similarity actually measure between two vectors?,"Cosine similarity measures **how aligned two vectors are**, based on the **angle between them**, not their length. If the vectors point in the same direction, similarity is high; if they’re orthogonal, it’s zero.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
How is cosine similarity used when comparing documents or text?,"Cosine similarity compares documents by turning them into vectors and measuring the angle between those vectors. If the vectors point in a similar direction, the documents are considered more similar in content.

In practice:
- text is converted into vectors, often using word counts, TF-IDF, or embeddings
- cosine similarity is computed from those vectors
- a value near 1 means the documents are very similar, 0 means little or no similarity

If the vectors are normalized to unit length, cosine similarity can be computed efficiently as a dot product.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
Why do we use the angle between vectors instead of raw values in cosine similarity?,"Because cosine similarity is meant to compare **direction**, not size.

Using the **angle between vectors** makes the similarity independent of the vectors’ magnitudes. That way, two vectors with the same pattern but different raw values can still be considered highly similar. When vectors are normalized to unit length, cosine similarity becomes the dot product, which is why it’s efficient to compute.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
"What does it mean if cosine similarity is 1, 0, or -1?","If cosine similarity is:

- **1**: the vectors are **identical** or point in the **same direction**
- **0**: the vectors are **orthogonal**, meaning **no similarity**
- **-1**: the vectors are **completely opposite**","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
Can cosine similarity be applied to word counts or TF-IDF vectors?,Yes. Cosine similarity is often used with word count vectors or TF-IDF vectors.,"Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
Why does cosine similarity become just a dot product once the vectors are normalized?,"Cosine similarity becomes a dot product when the vectors are normalized because the vector lengths no longer matter.

Cosine similarity is:

\[
\cos(\theta) = \frac{a \cdot b}{\|a\|\|b\|}
\]

If both vectors are normalized to unit length, then:

\[
\|a\| = 1,\quad \|b\| = 1
\]

So the formula simplifies to:

\[
\cos(\theta) = a \cdot b
\]

That’s why, once embeddings are normalized, you can compute cosine similarity just by taking the dot product.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
How can matrix multiplication be used to compare one query against many embeddings at once?,"If the embeddings are normalized, you can stack all document embeddings into a matrix and multiply it by the query vector. That computes the dot product between the query and each embedding at once, which is equivalent to cosine similarity.

So instead of comparing the query to each embedding one by one, matrix multiplication gives you all similarity scores in a single operation.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
"If embeddings are all unit length, why don't we need to divide by their magnitudes anymore?","If embeddings are all unit length, their magnitudes are all 1, so dividing by the magnitude does nothing.

That’s why cosine similarity simplifies to just the dot product:

\[
\cos(\theta) = \frac{a \cdot b}{\|a\|\|b\|}
\]

If \(\|a\| = \|b\| = 1\), then:

\[
\cos(\theta) = a \cdot b
\]

So no extra division is needed.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
What makes cosine similarity efficient for vector search after normalization?,"After normalization, cosine similarity becomes just a dot product. That makes vector search efficient because you can compute all similarities with a single matrix multiplication instead of calculating angles or vector magnitudes separately.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
Why is cosine similarity basically the same as multiplying the embedding matrix by the query vector?,"Because if the embeddings and the query are **normalized to unit length**, cosine similarity becomes just the **dot product**.

So for each document embedding vector, you compute:

- `embedding · query`

and doing that for all documents at once is exactly:

- `embedding_matrix @ query_vector`

That’s why it looks like “multiplying the embedding matrix by the query vector” — it’s just a fast way to compute cosine similarity for every vector in the matrix.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
"For Module 2, do I have to create a whole new GitHub repository, or can I reuse the one from Module 1 and just start another codespace?","For Module 2, you can reuse the same GitHub repository from Module 1. You only need to create a new codespace from that existing repo.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
What’s the reason you recommend a separate codespace for the vector search module instead of keeping everything in the old one?,"Because the vector-search dependencies are fairly heavy. A separate codespace keeps Module 2 isolated so you can stop or delete it later without leaving that extra setup in your Module 1 environment. Setup is quick, and you should commit your work since you may remove that codespace afterward.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
"If I finish Module 2 work in Codespaces and later delete that environment, will my changes be gone unless I committed them first?","Yes — if you delete the codespace later, any uncommitted changes will be lost. Commit and push your work to your GitHub repository first.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
"Does a codespace come from my existing repo, or is it something completely separate that needs its own repo?","It comes from your existing repo. A codespace is just the environment you create from that repository, not a separate GitHub repo. For Module 2, you just make a new codespace from your existing repo.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
"Is it okay to keep Module 2 dependencies inside the Module 1 codespace, or is it better to isolate them in a fresh one?","It’s better to isolate Module 2 dependencies in a fresh codespace.

The context specifically recommends using a separate codespace for Module 2 because the vector-search dependencies are fairly heavy, and keeping them isolated lets you stop or delete that codespace later without affecting your Module 1 environment.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
Why is my download.py stuck at 0% when pulling model.onnx from HuggingFace?,"This can happen due to a slow or blocked connection to HuggingFace’s CDN.

Fix: download the file directly in your browser from:

https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx

Then save it to:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

The script checks whether the file already exists locally, so once it’s there, it will skip the download.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
What should I do if the HuggingFace download never moves past 0% in download.py?,"If the HuggingFace download never moves past 0%, it’s likely a slow or blocked connection to HuggingFace’s CDN.

Fix: download the file directly in your browser from:

https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx

Then save it to:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

After that, rerun `download.py`. It checks whether the file already exists locally, so it should skip the download and continue.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
Is there a manual way to get model.onnx instead of waiting for download.py?,"Yes. You can download it manually from:

https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx

Then save it to:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

After that, `download.py` should detect the file already exists and skip the download.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
Where do I place the ONNX model so the script stops trying to fetch it again?,"Place it at:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

Once the file exists there, the script should detect it locally and stop trying to download it again.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
Why does the script skip the download after I put model.onnx in the right folder?,"Because the script checks whether `models/Xenova/all-MiniLM-L6-v2/model.onnx` already exists before downloading.

If you put `model.onnx` in the correct folder, it will detect the file locally and skip the download.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
Why do the dot-product version and the loop version of vector search return slightly different scores?,"They can differ slightly because of **floating-point precision** and **different summation order**.

- The dot-product/matrix version uses optimized BLAS code.
- The loop version adds the numbers sequentially in Python.
- Floating-point addition is not perfectly associative, so the last few decimal places may change.

The math is the same, so the scores are not really wrong. Compare them with a tolerance, for example:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
"Is it normal if `np.allclose(scores, scores_loop)` says `False` even when both methods look equivalent?","Yes, that can be normal.

`X.dot(v_query)` and the for-loop version compute the same dot products, but they may add numbers in a different order. Because floating-point arithmetic is not perfectly associative, the results can differ slightly in the last decimal places, so `np.allclose(scores, scores_loop)` may return `False` if the default tolerance is too strict.

Try using a small tolerance, for example:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

The values are not really wrong; they’re just numerically a bit different.","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
Why does `X.dot(v_query)` not give exactly the same output as computing the same thing with a Python `for` loop?,"`X.dot(v_query)` and the Python `for` loop are doing the same math, but they may add the numbers in a different order. Because floating-point arithmetic isn’t perfectly associative, that can lead to tiny differences in the last decimal places.

So the results are not really different in meaning, just in rounding. Use a tolerance check like:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

instead of expecting exact equality.","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
"Are those tiny differences in vector search results a bug, or just floating-point rounding?","Yes — those tiny differences are just floating-point rounding, not a bug.

In vector search, `X.dot(v_query)` and a for-loop compute the same dot products, but they may add numbers in a different order. Because floating-point addition isn’t perfectly associative, the results can differ slightly in the last few decimal places.

Use a tolerance check like:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

So the values are effectively the same, even if they don’t match exactly.","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
What’s the best way to compare vector search scores when the matrix and loop implementations don’t match exactly?,"Use `np.allclose` with a small tolerance, not exact equality.

For example:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

The matrix and loop versions can differ slightly because of floating-point precision and different summation order, even though they compute the same dot products.","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
Why am I getting IndexError: list index out of range when I try to grab the best chunk in vector search?,"The error usually means your embeddings and chunks are not aligned.

Check that you generate embeddings from the **same chunk list** you later search over:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

`len(X)` should match `len(chunks)`. If they don’t match, trying to access the “best” chunk can produce `IndexError: list index out of range`.

Also, in the homework/RAG setup, make sure you’re indexing the **chunks**, not the original full documents.","The error typically happens when the number of embeddings you generate does not match the number of document chunks. Make sure you create embeddings directly from the chunk list:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

The number of rows in `X` should be equal to `len(chunks)`.",1a7b27c4df
What usually causes the best chunk lookup to fail with an out of range error?,"It usually happens when the number of embeddings doesn’t match the number of document chunks, so the “best chunk” index points outside the list.","The error typically happens when the number of embeddings you generate does not match the number of document chunks. Make sure you create embeddings directly from the chunk list:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

The number of rows in `X` should be equal to `len(chunks)`.",1a7b27c4df
